   Simtime [s] 	   Realtime [s]	 Percentage [%]
        3250800	       142.3412	            5.2
        3254400	       142.4181	            5.2
        3258000	       142.6325	            5.2
        3261600	       142.7163	            5.2
        3265200	        142.795	            5.2
        3268800	        142.954	            5.2
        3272400	         143.04	            5.2
        3276000	        143.143	            5.2
        3279600	       143.3376	            5.2
        3283200	       143.4389	            5.2
        3286800	       143.5151	            5.2
        3290400	       143.7103	            5.2
        3294000	       143.8211	            5.2
        3297600	       144.0275	            5.2
        3301200	       144.1232	            5.2
        3304800	       144.1967	            5.2
        3308400	       144.3823	            5.2
        3312000	       144.4661	            5.3
        3315600	       144.5486	            5.3
        3319200	       144.7163	            5.3
        3322800	       144.7937	            5.3
        3326400	       144.8701	            5.3
        3330000	       145.0575	            5.3
        3333600	       145.1535	            5.3
        3337200	       145.2298	            5.3
        3340800	       145.4006	            5.3
        3344400	        145.483	            5.3
        3348000	       145.5629	            5.3
        3351600	       145.7719	            5.3
        3355200	        145.865	            5.3
        3358800	       145.9459	            5.3
        3362400	       146.1234	            5.3
        3366000	       146.2338	            5.3
        3369600	       146.4652	            5.3
        3373200	       146.5584	            5.3
